,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
6124,7.029067141468008,Windy,Low,Afternoon,Bike,10,5.224312208240024,35
6125,13.963119773912794,Clear,Medium,Evening,Bike,20,8.915214423348816,68
6126,16.101522915170893,Rainy,High,Evening,Bike,24,-0.06844047182283,109
6127,5.024388233320067,Foggy,Low,Morning,Bike,28,-0.073474940298066,56
6128,11.011906571091,Rainy,Medium,Night,Bike,8,2.0240600576418024,53
6129,7.498510504479465,Clear,Low,Night,Scooter,14,7.066273872337859,28
6130,16.91453346900866,Foggy,Low,Morning,Car,12,0.9805493959506156,101
6131,9.444086223446494,Clear,Low,Afternoon,Bike,20,6.119120027314904,41
6132,15.043415769337624,Snowy,Medium,Evening,Bike,10,-0.0490230572791517,61
6133,5.113261979345063,Rainy,Low,Evening,Bike,17,8.926951323775409,31
6134,17.41397744972315,Clear,High,Morning,Bike,12,6.677686251196088,77
6135,10.429052092776404,Foggy,Low,Morning,Bike,6,6.487585103916738,33
6136,9.63189715987172,Clear,Medium,Afternoon,Scooter,21,7.940198453582615,95
6137,8.111240043001429,Clear,Medium,Afternoon,Scooter,19,9.305633773941745,47
6138,4.501153933799578,Rainy,Low,Afternoon,Bike,5,6.0885100082445724,20
6139,16.30581633092714,Rainy,Low,Afternoon,Bike,5,0.9726931507319424,51
6140,11.938187498802014,Rainy,Medium,Afternoon,Bike,5,1.0191181822515734,60
6141,18.15559970781977,Clear,High,Morning,Car,17,3.920534205291793,66
6142,9.62885455758378,Windy,Medium,Morning,Scooter,21,9.168712460911172,53
6143,9.520530187556822,Foggy,Low,Afternoon,Scooter,20,0.0220001417058356,63
6144,2.593149797430479,Clear,Low,Morning,Bike,17,1.9059191774523203,28
6145,11.881107379090851,Windy,Medium,Night,Bike,25,7.22488541319488,78
6146,5.875238470882994,Rainy,Medium,Evening,Scooter,20,1.8747875580091389,47
6147,11.820862814126812,Clear,Medium,Afternoon,Scooter,8,1.9774119231114853,52
6148,1.455104863955603,Foggy,Medium,Evening,Scooter,15,3.905461963833953,31
6149,7.375978846165704,Clear,Low,Afternoon,Scooter,15,2.9232176293029197,36
6150,16.874512191448076,Rainy,Medium,Afternoon,Scooter,11,1.9881539794443448,90
6151,5.947596221274591,Foggy,High,Evening,Bike,18,1.002860356342452,103
6152,20.85762085544519,Snowy,High,Evening,Car,21,2.9086177081426223,115
6153,2.114414797318608,Snowy,Medium,Evening,Car,15,-0.0640703840834548,43
6154,11.534588497086554,Windy,Medium,Night,Bike,24,7.40469796311542,79
6155,2.529075883191173,Snowy,Low,Morning,Bike,5,7.719119766588164,22
6156,8.0048472596111,Rainy,Low,Afternoon,Car,13,2.0269948821738177,49
6157,2.5259361854516715,Windy,Medium,Afternoon,Scooter,13,5.644282677524346,28
6158,8.415867504776104,Clear,Medium,Evening,Scooter,11,3.028167692763449,107
6159,19.06150674435754,Rainy,Low,Afternoon,Bike,28,6.138631870286707,117
6160,18.728390804899565,Snowy,Medium,Morning,Bike,16,8.95580500359987,72
6161,9.884273522445651,Snowy,Low,Evening,Bike,6,4.523926024513096,46
6162,10.128788371991249,Clear,Low,Afternoon,Bike,23,6.835708964290623,54
6163,6.112789376956697,Snowy,Low,Afternoon,Bike,20,3.9136238933654113,48
6164,16.041336247744884,Clear,Medium,Afternoon,Scooter,29,1.033778754774069,73
6165,6.514695687596931,Clear,Medium,Evening,Car,25,2.075921048070321,54
6166,5.649621765714291,Clear,Medium,Evening,Scooter,29,4.4530430367554885,55
6167,9.826399337442242,Clear,High,Morning,Bike,28,8.551641902520391,65
6168,3.7823126664182665,Clear,Medium,Evening,Car,19,3.02090536835638,34
6169,2.5966206114842367,Snowy,Low,Morning,Bike,6,7.43544496498259,24
6170,17.197912427232584,Clear,Medium,Morning,Scooter,6,4.523926024513096,62
6171,7.16260234146984,Rainy,Medium,Afternoon,Bike,11,5.946392566007024,44
6172,4.601588353541347,Clear,Low,Evening,Bike,11,1.0317675305655585,29
6173,13.689417175983776,Snowy,High,Morning,Car,21,2.8513275529426934,97
6174,18.88669580223913,Windy,High,Evening,Bike,20,3.767663483311081,125
6175,3.149862233140789,Windy,High,Afternoon,Bike,23,4.243000781300652,45
6176,10.700912032395811,Rainy,Medium,Evening,Car,19,1.929023124803479,55
6177,7.112093671184234,Snowy,Low,Evening,Bike,15,1.0207697356856706,110
6178,6.342185073513446,Snowy,Low,Evening,Bike,15,0.98135057702824,116
6179,3.823789705561113,Clear,High,Afternoon,Car,17,6.150945503667704,51
6180,8.834791466274018,Clear,Medium,Evening,Scooter,12,3.1792951234006286,109
6181,7.209397860676525,Windy,Medium,Morning,Bike,14,1.0338751193947906,45
6182,18.410700026219697,Rainy,High,Night,Car,22,4.523926024513096,97
6183,19.529241373508373,Clear,Low,Morning,Bike,23,4.523926024513096,85
6184,17.568800320549055,Clear,Low,Evening,Bike,6,2.920060980974962,75
6185,8.08044933722715,Clear,Low,Afternoon,Bike,19,5.506661522832665,39
6186,2.8967799560269145,Rainy,Medium,Evening,Scooter,10,1.0065670052545943,29
6187,18.97337179360265,Clear,High,Night,Bike,9,3.927259739867391,93
6188,2.7902447618962123,Rainy,Low,Morning,Car,16,3.856502328443325,42
6189,16.407606670147548,Clear,Medium,Morning,Bike,7,0.9418614404677188,79
6190,17.13817323800356,Rainy,High,Afternoon,Bike,24,0.9567116124379534,109
6191,10.45805157589102,Windy,Medium,Afternoon,Bike,28,2.880806227657542,79
6192,12.550753601340386,Clear,Medium,Night,Scooter,28,5.832116060121061,57
6193,6.616639623026634,Rainy,Low,Evening,Scooter,16,0.9509205572339224,39
6194,2.5601502356826678,Rainy,Medium,Evening,Scooter,10,0.994955733826826,29
6195,16.990128910568618,Windy,High,Afternoon,Car,8,-0.0695714735962392,80
6196,14.870706109503525,Rainy,Low,Afternoon,Bike,25,6.621478777899076,71
6197,11.283463330475444,Rainy,Medium,Night,Bike,7,1.864048216468148,49
6198,18.21420516205504,Clear,Low,Evening,Bike,17,4.765126122111351,67
6199,8.366251993022193,Windy,High,Morning,Bike,21,3.687018787646864,57
6200,2.8483666255088,Clear,Low,Morning,Scooter,29,1.0202837237455833,47
6201,1.1926421639680598,Rainy,Low,Morning,Scooter,26,6.813419609712441,34
6202,15.951466660042374,Snowy,Low,Evening,Scooter,11,2.986679789599337,88
6203,2.524161239706653,Snowy,High,Evening,Bike,13,9.106105726189682,39
6204,19.039088720723395,Rainy,Medium,Afternoon,Bike,16,6.585359977952005,91
6205,11.44426762560434,Clear,Low,Morning,Scooter,26,5.987990326814668,56
6206,3.297594344682268,Snowy,Medium,Morning,Scooter,24,3.0527613642549536,47
6207,5.238280577059677,Rainy,Low,Morning,Car,25,9.260114712699185,50
6208,14.4874878697044,Windy,Low,Morning,Scooter,18,0.9769442410123356,69
6209,5.393120341555332,Clear,Medium,Evening,Scooter,28,3.841703137554168,59
6210,15.106463171145348,Clear,Medium,Afternoon,Scooter,28,0.9794129241475844,76
6211,6.6635979761239295,Clear,High,Evening,Car,12,7.209153593415754,42
6212,19.33259562526836,Clear,Low,Evening,Bike,26,8.39665995256157,90
6213,14.247144221170904,Snowy,Low,Evening,Scooter,14,8.77674978391363,48
6214,10.95384845184898,Rainy,Medium,Night,Bike,6,2.030341157182169,49
6215,14.127613252669413,Rainy,Medium,Evening,Bike,22,8.776022940871036,69
6216,10.802339476853282,Clear,Medium,Afternoon,Scooter,8,5.038022189163643,44
6217,8.741236977410582,Clear,Medium,Morning,Bike,10,0.9728221343317914,51
6218,18.52469551466517,Snowy,Medium,Afternoon,Scooter,23,4.523926024513096,87
6219,7.785366890259909,Clear,Low,Evening,Bike,23,2.095383259195148,41
6220,1.7309853517982248,Foggy,High,Afternoon,Scooter,8,8.813993729085366,27
6221,13.464032056838516,Clear,Medium,Morning,Bike,19,1.7511306292432725,79
6222,5.767182591555354,Rainy,Medium,Morning,Bike,14,0.0081034124785505,48
6223,18.49730824600856,Clear,Low,Morning,Scooter,8,4.92767915994046,80
6224,9.878433376982011,Clear,Medium,Evening,Bike,22,0.022664918717074,62
6225,18.669024929359388,Windy,High,Evening,Bike,5,1.0072691088450243,74
6226,4.533385446845146,Clear,Low,Afternoon,Bike,4,3.942935649943778,21
6227,5.3590057919277205,Foggy,Low,Morning,Bike,27,6.622193999622539,56
6228,15.960054897081712,Windy,Low,Morning,Car,28,0.0171176013258818,89
6229,6.145481386522912,Rainy,High,Morning,Bike,25,6.369005832825972,60
6230,17.769126081286448,Rainy,High,Morning,Bike,21,7.30353561378304,105
6231,16.651642214144303,Clear,Low,Evening,Scooter,8,-0.0682234587935026,69
6232,14.536692893231749,Clear,Medium,Evening,Scooter,24,4.992835387308448,82
6233,11.199827026567345,Foggy,High,Afternoon,Car,14,3.919348617655353,78
6234,15.313815193514191,Clear,Medium,Afternoon,Scooter,26,0.9645308155626672,72
6235,1.227745073181769,Clear,Medium,Evening,Scooter,6,4.523926024513096,14
6236,13.73478473934554,Clear,Low,Night,Bike,29,-0.0093171451192496,63
6237,17.376103302886428,Clear,Medium,Night,Bike,9,7.720543178024494,54
6238,18.30284509176348,Rainy,Low,Afternoon,Scooter,6,6.591152325108967,49
6239,15.558767930027374,Rainy,Low,Morning,Bike,21,3.9709622681078174,145
6240,18.79620339447739,Windy,Low,Afternoon,Bike,25,5.593607550793097,76
6241,7.599197237893647,Clear,Low,Evening,Scooter,8,1.8536853358130183,39
6242,18.83434627441111,Clear,Low,Afternoon,Bike,7,7.324183890182127,67
6243,3.840755764689822,Clear,High,Night,Car,19,2.789806232770175,40
6244,11.709468136213555,Windy,Medium,Afternoon,Scooter,16,4.129272896114063,67
6245,4.976672555315806,Rainy,Medium,Evening,Scooter,29,7.94645778022054,49
6246,16.448519407436244,Snowy,High,Evening,Scooter,27,2.0638280574048573,77
6247,19.270651915523835,Snowy,Medium,Afternoon,Scooter,21,4.523926024513096,93
6248,14.69375705539524,Clear,Low,Afternoon,Bike,14,4.523926024513096,60
6249,1.9581106539006552,Foggy,Low,Night,Bike,10,1.0032305701727249,25
6250,3.78869522937089,Windy,Medium,Night,Bike,22,2.023323134354486,45
6251,0.8616828401667744,Windy,Low,Morning,Car,17,8.324113403301943,25
6252,19.491506047599717,Clear,Medium,Afternoon,Bike,29,9.085386042367098,87
6253,13.384038116865351,Windy,High,Morning,Scooter,26,4.523926024513096,81
6254,14.508581575446549,Rainy,Medium,Evening,Scooter,28,1.0361890268798033,103
6255,17.16706849637295,Rainy,High,Afternoon,Scooter,14,1.9620907586613672,82
6256,7.922964081372626,Foggy,High,Evening,Bike,18,3.961198175552693,67
6257,7.934638649502578,Clear,Low,Evening,Scooter,27,7.973404490185048,52
6258,5.267192309349855,Clear,Low,Evening,Car,28,0.9649192724424231,52
6259,17.877560660380222,Rainy,Medium,Morning,Bike,20,0.9892314784872251,70
6260,8.977574128447818,Windy,Low,Morning,Bike,23,3.92918491157444,62
6261,5.386851497513232,Rainy,High,Evening,Bike,12,8.475134625227142,47
6262,9.96288052535002,Clear,Medium,Night,Bike,7,8.76501684788206,47
6263,2.384491564139413,Clear,Low,Morning,Car,6,1.055368189077977,17
6264,19.753797556456064,Snowy,Medium,Afternoon,Car,21,4.964894480350423,112
6265,14.60540351929614,Clear,Low,Morning,Car,24,5.3511226766872415,60
6266,2.849491892566745,Clear,High,Afternoon,Bike,27,0.9243236106889152,50
6267,6.844379347195196,Foggy,Medium,Morning,Scooter,13,6.879927220627057,46
6268,17.079074439584712,Foggy,Medium,Afternoon,Bike,10,5.194373790673801,73
6269,0.6468359821454287,Clear,Low,Afternoon,Scooter,10,0.0757753240885231,17
6270,13.817078535496846,Snowy,Low,Morning,Car,15,2.84221417429993,62
6271,0.8694756551859752,Rainy,Low,Morning,Car,9,-0.0087788569316783,21
6272,4.373317943026411,Clear,Medium,Morning,Scooter,14,2.167535317366186,28
6273,5.870455396336368,Clear,Medium,Night,Bike,7,3.737406701182792,27
6274,2.1694319557416515,Clear,High,Evening,Scooter,10,2.2072600957057227,31
6275,10.415624462403096,Clear,Low,Evening,Scooter,19,8.296047795538144,45
6276,9.89473601008788,Windy,Medium,Afternoon,Car,22,5.108908254171779,53
6277,5.353342264279386,Foggy,Medium,Evening,Car,25,0.9890119994631388,56
6278,18.112011878534545,Clear,Medium,Afternoon,Bike,11,8.050990298723791,75
6279,10.163210890485328,Clear,Medium,Night,Scooter,30,6.959052784565942,58
6280,17.246508367477436,Windy,Low,Morning,Bike,28,1.0388764331391511,98
6281,4.640595886212816,Clear,Medium,Evening,Bike,17,0.8955828153211612,46
6282,4.616994127383242,Foggy,Low,Morning,Scooter,10,0.9586507651946556,68
6283,7.889853880278264,Clear,High,Night,Bike,30,4.678465501894028,58
6284,9.82105081223863,Clear,Low,Evening,Bike,27,2.905028176492105,68
6285,14.959343002513998,Snowy,Low,Evening,Bike,17,5.014904029772038,75
6286,8.885410855860655,Rainy,Medium,Morning,Bike,8,5.462120987459082,52
6287,18.089221679656127,Clear,Medium,Morning,Bike,23,1.8730616430295048,66
6288,8.020768970073373,Clear,Low,Morning,Bike,22,-0.0218814269765014,56
6289,12.251030817678796,Clear,Medium,Evening,Bike,21,9.159473612956871,75
6290,12.302778040532676,Clear,High,Night,Bike,7,2.152812962197628,103
6291,8.808008803983107,Clear,High,Night,Bike,32,4.554479507531529,53
6292,5.493686239607469,Clear,Medium,Afternoon,Bike,18,0.9423771162607524,50
6293,2.4314830891247525,Foggy,Medium,Morning,Bike,8,2.023236387950873,27
6294,0.7451847330384959,Rainy,Medium,Afternoon,Scooter,9,1.9222826986505213,23
6295,7.3185025636867875,Clear,Low,Morning,Bike,21,0.0309380652652131,56
6296,1.3005290096087585,Clear,Low,Morning,Scooter,13,8.944567479909264,15
6297,18.945839915986973,Clear,Low,Morning,Bike,16,5.149911816187577,73
6298,3.4681944846775408,Rainy,Medium,Afternoon,Scooter,17,3.796583963757279,44
6299,13.39167042626112,Rainy,Low,Evening,Bike,30,7.952956571832992,68
6300,14.260995323719282,Clear,Low,Morning,Scooter,28,1.028187867960369,75
6301,11.06370546122829,Rainy,Low,Afternoon,Car,10,7.5204463077012225,45
6302,16.99772884283742,Clear,Medium,Afternoon,Bike,30,4.137774019978099,85
6303,18.592237688435446,Snowy,Low,Morning,Car,27,0.0245186241867169,90
6304,3.4084078115081096,Snowy,Medium,Morning,Scooter,23,2.7072725363907133,51
6305,2.3684190813555164,Clear,Medium,Evening,Bike,14,8.859014176977347,23
6306,0.7494659077480693,Snowy,High,Evening,Bike,29,7.567985114446323,51
6307,0.8727835881799034,Clear,Medium,Morning,Bike,9,8.785178692083035,16
6308,21.0844662067204,Clear,High,Evening,Bike,8,6.6119817072377804,77
6309,8.133049869968481,Rainy,Low,Afternoon,Scooter,20,-0.0375822588535086,44
6310,6.946829280558902,Windy,Low,Morning,Bike,16,3.0009770329428944,44
6311,3.331120207420052,Windy,Medium,Morning,Bike,7,5.77226050807642,22
6312,1.1771874230262194,Snowy,Low,Afternoon,Bike,22,0.9800027220244886,41
6313,4.659784832593108,Rainy,Medium,Afternoon,Car,8,2.985787152818685,32
6314,10.932637666336351,Clear,High,Evening,Bike,20,0.0215136676224371,59
6315,2.130233799962001,Clear,Medium,Night,Car,11,1.1118389059048537,25
6316,17.704565985092945,Foggy,High,Afternoon,Bike,24,5.77856265350264,84
6317,6.55943210459463,Rainy,Medium,Afternoon,Bike,11,5.950062262610655,44
6318,17.913103357956253,Rainy,Low,Evening,Car,19,1.0079460209763265,72
6319,6.481164488199025,Foggy,Low,Evening,Scooter,27,5.271636876333828,51
6320,10.98109448644902,Clear,Low,Evening,Car,23,-0.0303595600324012,72
6321,8.809582073940302,Rainy,Low,Afternoon,Scooter,19,-0.0199103765709494,44
6322,6.72971161903517,Foggy,Medium,Night,Bike,7,5.872435313322196,40
6323,16.397209432408445,Rainy,Medium,Night,Bike,7,4.523926024513096,88
6324,12.752940753784696,Rainy,Low,Afternoon,Bike,18,8.763314101931133,64
6325,5.35419588038791,Clear,Medium,Morning,Scooter,23,1.8780382316596151,50
6326,12.197983975815674,Clear,Medium,Afternoon,Bike,30,-0.0377713652759109,72
6327,9.599722775570296,Clear,High,Morning,Car,16,5.780293990043353,56
6328,17.903023194861916,Clear,Low,Evening,Bike,16,4.947478743086659,71
6329,4.491098596083243,Clear,Medium,Evening,Scooter,6,7.20783790854429,25
6330,12.232617343413173,Rainy,Medium,Afternoon,Bike,5,1.0603070380015045,66
6331,10.59283783334279,Clear,High,Night,Bike,12,4.855778479902849,51
6332,0.9430307594834886,Snowy,Medium,Morning,Bike,27,4.134700188426261,43
6333,5.555697867854687,Clear,Medium,Night,Scooter,22,-0.1028791611022649,46
6334,16.616863374915663,Clear,High,Morning,Car,20,4.267637509342356,82
6335,20.46261014839028,Snowy,Low,Afternoon,Bike,11,7.77232164010142,67
6336,18.78998647748751,Clear,Low,Evening,Scooter,10,2.889219928510188,74
6337,9.449348111360164,Snowy,High,Evening,Bike,13,7.621242260875448,61
6338,8.054760271953096,Snowy,Low,Evening,Bike,18,3.034506694224961,53
6339,12.2220557496543,Clear,High,Evening,Car,6,3.171488755533989,53
6340,12.24301660689438,Clear,Medium,Morning,Car,9,1.0729243527877863,50
6341,5.3590834645529135,Windy,High,Afternoon,Scooter,26,8.470675554918243,53
6342,13.036134679044274,Clear,Medium,Afternoon,Scooter,12,2.859192538006484,56
6343,1.1796631546531575,Rainy,Low,Morning,Scooter,23,6.935832771045564,33
6344,3.2213170407303227,Clear,Low,Morning,Scooter,30,0.9685844203306408,42
6345,4.896319896882089,Foggy,Medium,Evening,Car,25,4.056977987448431,54
6346,12.648337996601526,Clear,Medium,Evening,Bike,19,5.244102166626782,60
6347,10.419944997184922,Windy,Low,Morning,Bike,28,4.041003324572595,65
6348,16.99489786897699,Windy,Low,Morning,Bike,5,8.000418839281911,59
6349,14.248728373605362,Clear,Low,Evening,Scooter,15,7.89896912689067,77
6350,4.48871303703649,Snowy,Medium,Morning,Scooter,20,3.868716817925278,49
6351,16.233642237894664,Clear,Low,Evening,Bike,12,4.937475034803995,54
6352,14.67332083441884,Clear,Medium,Morning,Car,15,3.951463168109113,102
6353,16.163537734505375,Rainy,Medium,Afternoon,Bike,28,7.142424502972057,74
6354,14.964236142774356,Rainy,Medium,Morning,Bike,23,0.9932609332929602,74
6355,17.479693173778493,Clear,High,Afternoon,Scooter,5,1.7437421866327476,62
6356,6.716546704961951,Foggy,Low,Night,Scooter,25,2.886954624492063,58
6357,11.373027201880822,Clear,Medium,Evening,Scooter,23,4.122831058126686,57
6358,8.846383224825967,Snowy,Low,Evening,Car,27,7.6712742279514865,57
6359,12.683653269509312,Clear,Low,Night,Scooter,18,-0.090889997488476,71
6360,17.88003343163725,Clear,Medium,Afternoon,Bike,24,2.9061268354906304,80
6361,15.367606870868515,Windy,High,Evening,Bike,5,0.9770016359349578,74
6362,8.600927011398417,Rainy,Medium,Evening,Bike,15,5.753746512406595,56
6363,7.402470398314195,Rainy,Low,Evening,Car,26,6.6186025411632174,45
6364,12.99172576119498,Windy,Low,Morning,Scooter,16,0.9739872102950764,77
6365,3.5521818050106466,Rainy,Medium,Afternoon,Bike,8,7.6848986650069,28
6366,10.023972703164096,Rainy,High,Afternoon,Bike,12,9.201169967994751,61
6367,2.147787147533154,Clear,Low,Morning,Car,6,0.9470587920400672,17
6368,0.732742080915974,Clear,Medium,Morning,Bike,6,1.0049893154044265,17
6369,6.402161753793775,Rainy,Medium,Evening,Bike,15,7.552259609290654,40
6370,2.356106133165722,Clear,Medium,Morning,Scooter,6,3.1563713392275154,18
6371,9.532174820393974,Clear,Low,Evening,Scooter,18,8.323276811569073,48
6372,10.528877242695378,Clear,Low,Evening,Bike,16,3.661812564677932,56
6373,1.0051969307156303,Windy,High,Evening,Bike,6,8.111172148186657,20
6374,6.353573071608055,Snowy,Low,Afternoon,Bike,21,4.122661634580635,49
6375,17.709687004733343,Snowy,Medium,Night,Bike,20,0.9741219496361188,90
6376,8.120110756743646,Clear,High,Night,Bike,12,4.776081247933894,38
6377,3.4562113149539546,Rainy,Medium,Afternoon,Scooter,18,4.087215642037855,43
6378,16.456508938481104,Snowy,Low,Afternoon,Scooter,23,8.668814523187987,99
6379,6.081914043470754,Snowy,Low,Morning,Car,20,9.077479035484084,51
6380,12.263083980039664,Clear,Medium,Morning,Car,13,1.0203752448916672,60
6381,8.926395741163434,Clear,Low,Morning,Bike,14,2.0551488277346466,39
6382,0.8761932083846335,Clear,Low,Afternoon,Bike,19,7.963251857754224,23
6383,16.287462328296737,Snowy,Medium,Evening,Bike,20,3.8401723557208154,75
6384,5.98428234654948,Clear,Low,Afternoon,Scooter,20,3.07936948045215,36
6385,6.433979724084739,Clear,Medium,Evening,Car,20,0.9318452426784872,51
6386,16.131253208466685,Clear,Low,Afternoon,Car,12,3.9000715649833735,76
6387,16.20979401882289,Rainy,High,Morning,Bike,17,5.978786697004165,72
6388,9.80341355738372,Rainy,Low,Afternoon,Scooter,22,2.1032466491371222,64
